Month_code,Month,Birthplace_code,Birthplace,Delivery_method_code,Delivery_method,Fetal_presentation_code,Fetal_presentation,Five_min_APGAR_score_code,Five_min_APGAR_score,Average_Age_Mother_years,Average_Birth_Weight_grams,Average_Interval_Since_Last_Live_Birth_months,Average_LMP_Gestational_Age_weeks,Average_Prenatal_Visits,Average_OE_Gestational_Age_weeks,Average_Pre-pregnancy_BMI,Births
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,35,2003,156.5,32.5,7,33,34.3,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,23.5,3373.5,Not Applicable,38,8,37,22.95,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,31.33,2515.67,Not Applicable,34.33,4.67,35.33,24.3,3
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,26,4132,15,38,10,40,28.15,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,29.79,3424.5,30.1,39.46,8.5,39.38,24.2,14
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,29.97,3375.22,32.89,39.56,9.57,39.06,24.81,32
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,29.33,3660.02,36.45,39.78,9.5,39.65,25.19,92
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,30.35,3577.77,36.12,39.76,9.97,39.6,24.9,386
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30.32,3552.76,36.99,39.74,10.48,39.65,24.47,2327
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,30.39,3566.48,35.09,39.76,9.77,39.69,24.07,1515
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,29.5,3223.33,40.45,38.57,6.74,38.55,25.27,425
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,38.5,2523.5,26,34.5,8,34.5,27.45,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,25,2665,Not Applicable,38,7,37,23.3,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,33.33,3354.33,30.5,38.33,6.67,38.33,21,3
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,34,3827,38,40,12,40,26.6,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,28.75,3321.12,31,39.38,11.71,39.88,22.25,8
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,31.43,3175,34,38.86,8.86,39.29,21.89,7
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,30.88,2312.62,34.8,35,5.5,34.75,25.46,8
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,36.5,3869.5,26.5,39.5,2,40.5,38.65,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,32,2693,29,37,2,36,26.8,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,31,2948.5,13,33,7,38,24,2
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,26.67,3253.67,31.2,38.83,9.17,38.83,23.18,6
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,25.75,3742,22,41.25,6,40.5,30.42,4
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,28.12,3248.29,23.36,38.33,3.94,38.8,24.19,17
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,0,0,37,3912,27,38,8,41,27.4,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,22,335,Not Applicable,21,9,20,36.9,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,4,4,32,2100,Not Applicable,32,2,32,34.7,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,32.11,3364,29.86,39.78,3.12,39.44,32.15,9
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,32,4082,Not Applicable,40,13,40,24,1
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,30.76,3546.53,31.75,39.81,10,39.31,24.42,17
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,30.25,3470.5,41.67,39,8.43,39,24.78,8
3,March,2,Not in Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31.86,3260.23,43.56,38.82,9.85,38.67,23.03,98
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,31.57,3182.29,28.83,37.43,7.14,37.86,23.65,7
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,31.6,3425,37.33,40,7.47,39.47,25.43,15
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,32.43,3694.58,37.08,39.52,9.54,39.65,26.25,65
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,32.24,3587.36,42.89,39.76,9.95,39.8,25.02,66
3,March,2,Not in Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.55,3113.45,56.63,38.65,6.5,38.3,25.84,22
3,March,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,10,10,43,3941,50,39,6,40,25.8,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,39,2530,Not Applicable,38,8,35,26.6,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,0,0,34,3147,22,39,0,39,25.4,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,34,2835,58,39,12,39,31.5,1
3,March,2,Not in Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,99,Unknown or Not Stated,36,2948,44,38,11,38,,1
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,8,8,27.5,2758,41,39.5,11.5,37.5,20.1,2
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,9,9,33.67,2875.33,226,38.67,14,38.33,26.73,3
3,March,2,Not in Hospital,3,Primary C-section,1,Cephalic,10,10,26,2948,59,30,3,39,33.7,1
3,March,2,Not in Hospital,4,Repeat C-section,2,Breech,9,9,31,2900,75,37,9,38,37.4,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,8,8,27,539,32,32,6,32,22.1,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,9,9,18,3317,Not Applicable,40,0,40,,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,10,10,25,3317,Not Applicable,39,4,40,29,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,31.4,3308.6,41.75,37,7.2,39.25,24.02,5
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),3,Other,99,Unknown or Not Stated,33,1425,Not Applicable,35,0,35,,2
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,7,7,38,3827,32,42,3,41,,1
3,March,2,Not in Hospital,5,Vaginal (unknown if previous c-section),9,Unknown or Not Stated,99,Unknown or Not Stated,34.5,3119,Not Applicable,39,0,39,23.9,2
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,9,9,19,3771,Not Applicable,40,7,40,25.2,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,10,10,32,3848.25,27.25,40.75,7.25,40.5,26.55,4
3,March,2,Not in Hospital,9,Unknown or Not Stated,1,Cephalic,99,Unknown or Not Stated,30,3560,23.2,39.57,2.71,39.57,29.96,7
3,March,2,Not in Hospital,9,Unknown or Not Stated,3,Other,10,10,36,,27,42,5,42,32.9,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,3,Other,99,Unknown or Not Stated,31.67,3251,23.33,39.67,2,39.67,28.03,3
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,7,7,31,3657,23,40,2,40,,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,8,8,23,4082,Not Applicable,39,3,40,30.9,1
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,9,9,32.5,3744.25,Not Applicable,39,10,38.67,22.7,4
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,10,10,28.4,3198,17,38.75,5.8,39,36.55,5
3,March,2,Not in Hospital,9,Unknown or Not Stated,9,Unknown or Not Stated,99,Unknown or Not Stated,28.87,3315.82,42.8,39.5,4,39,28.35,46
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,30,3273.4,38.75,38.2,7.8,38.2,29.6,5
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,33.4,3348,46.33,40.8,8.2,39.6,22.65,5
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,31,,Not Applicable,,,,,2
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,22,2948,Not Applicable,39,11,40,37.8,1
3,March,3,Unknown or Not Stated,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,27.33,3070,Not Applicable,39,,39,21.2,3
3,March,3,Unknown or Not Stated,4,Repeat C-section,1,Cephalic,9,9,31,3070,Not Applicable,37,7,37,27.5,1
3,March,3,Unknown or Not Stated,5,Vaginal (unknown if previous c-section),1,Cephalic,99,Unknown or Not Stated,28,,Not Applicable,,,,,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,0,0,28.77,2149.37,48.16,31.28,8.95,30.62,27.28,40
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,1,1,28.11,1328.71,52.44,27.11,6.84,26.52,28.81,238
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,2,2,27.43,2239.14,49.91,32.55,9.48,32.17,27.41,183
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,3,3,28.4,2745.11,48,35.45,9.8,35.32,27.19,188
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,4,4,27.71,2885.93,45.33,36.97,10.06,36.6,27.85,258
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,5,5,27.43,2970.09,57.18,37.33,10.73,36.94,27.49,494
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,6,6,27.85,3043.5,49.23,37.5,10.85,37.24,27,1042
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,7,7,28.03,3101.57,51.45,37.81,10.98,37.56,26.99,2778
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,8,8,28.01,3250.62,49.42,38.53,11.23,38.34,26.75,16851
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,9,9,28.46,3312.52,47.91,38.93,11.38,38.79,26.25,164467
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,10,10,28.03,3322.62,44.4,38.97,11.44,38.79,26.12,3342
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),1,Cephalic,99,Unknown or Not Stated,28.3,2939.85,44.62,37.12,9.8,36.82,25.75,314
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,0,0,29.89,565.12,44.6,22.38,3.89,22.5,24.28,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,1,1,28.36,566.89,58.71,22.54,5.13,22.41,28.61,81
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,2,2,26.92,1184.52,44.08,26.56,4.84,26.48,26.99,25
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,3,3,27.44,843.33,20.5,23.78,5.86,23.44,24.84,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,4,4,29.67,1224,102.25,28.33,8.22,27.22,29.18,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,5,5,28.25,2063.75,57.62,33.5,8.38,33.38,24.63,16
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,6,6,29.91,1864.5,34.5,31.73,8.48,31.59,31.45,22
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,7,7,29.4,2165.21,56.53,34.21,10.15,34.26,29.05,42
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,8,8,30.06,2549.21,52.7,35.6,9.94,35.76,27.03,80
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,9,9,29.61,2973.15,50.24,37.72,11.2,37.61,26.07,374
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,10,10,28.33,2728,32.5,38.17,10.5,38,28.37,6
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),2,Breech,99,Unknown or Not Stated,30.43,659.27,38.33,21.08,4.11,21.15,29.82,14
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,0,0,28,325,95.5,22,5,22,35.75,2
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,1,1,28.5,1615,22.5,26.1,7.75,25.8,30.56,10
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,2,2,26.4,729,26.5,24.33,4.25,24,31.32,5
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,3,3,31.5,2538.75,32.67,35.75,9,34.5,25.95,4
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,4,4,21.67,2933.67,11,37.67,7.33,37,27.3,3
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,5,5,26,1775.2,77,32,8.4,32,29.82,5
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,6,6,26.67,3132.89,50.6,37.44,9.44,37,28.21,9
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,7,7,27.41,2466.06,41.11,34.35,7.82,34.24,26.42,17
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,8,8,28.34,3299.45,59.67,38.24,11.38,38.33,26.9,89
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,9,9,28.15,3331.81,49.57,38.98,11.34,38.85,25.64,748
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,10,10,27.79,3295.07,49.11,38.57,11.38,38.43,26.35,14
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),3,Other,99,Unknown or Not Stated,26.29,2733,42.25,32.57,7.43,32.57,24.61,7
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,1,1,27.17,362.4,24.4,21.33,3.33,20.5,29.02,6
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,2,2,27,3339,28,39,10,39,21.2,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,4,4,26,3165,43,36,12,36,35.4,1
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,6,6,22.33,3983,16,42,10.5,39.67,26.6,3
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,7,7,25.75,2518.5,154,35,7.33,34.25,21.6,4
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,8,8,27.79,3138.76,58.29,38.42,10.7,38.24,25.99,33
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,9,9,27.92,3279.39,49.12,38.84,11.13,38.59,26.46,251
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,10,10,29,3325,17,39.5,,39.5,23.1,2
4,April,1,In Hospital,1,Vaginal (excludes vaginal after previous C-section),9,Unknown or Not Stated,99,Unknown or Not Stated,31,1545,119,29,5,30,25.8,5
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,0,0,30,303.33,85.5,19.33,3,19.33,31.1,3
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,1,1,30.39,813.36,41.77,23.77,6.39,23.16,31.89,31
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,2,2,30.93,2188.73,47.69,30.77,8.43,30.69,27.94,14
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,3,3,34.09,2629.73,78.3,34.27,10.8,34.27,27.19,11
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,4,4,32.06,2633.88,60.79,35.62,9.5,35.44,32.09,16
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,5,5,29.76,2567.59,31.88,37.53,12,36.47,30.16,17
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,6,6,31.69,2859.92,54.41,36.64,10.14,36.64,27.34,39
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,7,7,31.22,2974.07,51.3,37.11,10.3,36.79,28.35,96
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,8,8,30.85,3254.66,46.65,38.21,10.77,38.06,27.7,512
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,9,9,30.92,3324.18,45.68,38.81,11.04,38.7,26.85,5160
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,10,10,31.23,3304.48,42.54,38.38,10.92,38.27,26.54,92
4,April,1,In Hospital,2,Vaginal after previous c-section,1,Cephalic,99,Unknown or Not Stated,32.72,3169.89,41.4,38.5,10.62,37.83,25.53,18
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,1,1,30.6,408.75,80.8,20.2,7,20.2,33.12,5
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,2,2,30.5,602.75,53,23.25,3.33,23.5,27.98,4
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,3,3,25,2085,15,33,12,31,22.7,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,4,4,34,308,51.5,21,3.5,21,30.25,2
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,5,5,35,500,50,22,6,22,44.1,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,6,6,32,2540,114,42,14,37,20.5,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,7,7,28,2160,Not Applicable,38,9,38,26.6,1
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,8,8,32.33,1956,60,32.33,6.67,32,31.12,6
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,9,9,31.77,3087.62,48.42,37.77,13.31,37.54,26.55,13
4,April,1,In Hospital,2,Vaginal after previous c-section,2,Breech,99,Unknown or Not Stated,23,1010,18.5,21.5,3,22,23.4,2
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,1,1,33.5,442.25,41.5,22.25,6,22.75,39.1,4
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,2,2,26,1572.5,82.5,29,8,29,30,2
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,5,5,25,3525,28,37,13,37,32.1,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,6,6,31,1230,14,31,5,30,25.2,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,7,7,38,3625,24,41,11,41,19.5,1
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,8,8,33.25,3819.25,52,40.25,11.67,39.75,35.67,4
4,April,1,In Hospital,2,Vaginal after previous c-section,3,Other,9,9,30.09,3240.97,45.7,38.86,10.74,38.86,28.06,35
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,7,7,27,3390,43,41,16,41,25.9,1
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,8,8,31,1760,23,33,7,33,,2
4,April,1,In Hospital,2,Vaginal after previous c-section,9,Unknown or Not Stated,9,9,29.5,3362.88,43.5,39.88,12,38.75,27.27,8
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,0,0,29.69,2822.13,59.9,35.48,9.52,35.81,26.88,32
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,1,1,27.06,2234.61,50.73,33.73,9.39,33.5,28.57,126
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,2,2,28.48,2625.1,60.07,35.44,10.77,35.19,28.81,124
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,3,3,27.43,2618.1,72.02,35.83,9.68,35.45,29.44,164
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,4,4,27.91,2600.69,53.42,35.48,9.62,35.27,29.37,209
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,5,5,29.11,2701.74,59.85,36.2,10.47,35.82,28.87,383
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,6,6,29.26,2586.41,63.58,35.38,10.65,35.21,28.67,687
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,7,7,28.98,2725.86,59.28,36.09,10.78,35.88,29.13,1389
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,8,8,28.96,3010.74,61.4,37.48,11.45,37.24,28.95,5853
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,9,9,29.41,3296.08,61.27,38.64,11.9,38.51,28.36,34704
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,10,10,28.26,3417.11,56.16,38.97,12.31,38.83,29.18,628
4,April,1,In Hospital,3,Primary C-section,1,Cephalic,99,Unknown or Not Stated,28.68,2531.48,59.83,35.02,10.74,34.83,28.38,93
4,April,1,In Hospital,3,Primary C-section,2,Breech,0,0,29.25,1072.5,60.25,27.62,6.38,27.25,29.66,8
4,April,1,In Hospital,3,Primary C-section,2,Breech,1,1,28.12,1517.35,52.48,29.1,6.49,29.04,30.81,48
4,April,1,In Hospital,3,Primary C-section,2,Breech,2,2,26.92,1313.5,52.65,28.59,6.74,28.33,29.85,39
4,April,1,In Hospital,3,Primary C-section,2,Breech,3,3,28.75,1534.07,47.17,30.12,7.7,29.63,30.16,44
4,April,1,In Hospital,3,Primary C-section,2,Breech,4,4,28.02,1489.43,58.39,29.97,9.88,29.94,27.82,63
4,April,1,In Hospital,3,Primary C-section,2,Breech,5,5,29.4,1698.97,51.97,30.96,9.3,30.5,29.32,98
4,April,1,In Hospital,3,Primary C-section,2,Breech,6,6,29.67,1840.71,63.73,32,8.79,31.45,28.93,203
4,April,1,In Hospital,3,Primary C-section,2,Breech,7,7,30.4,2035.18,62.11,32.75,9.1,32.59,29.85,408
4,April,1,In Hospital,3,Primary C-section,2,Breech,8,8,29.68,2470.31,54.71,35.05,10.39,34.8,28.08,1342
4,April,1,In Hospital,3,Primary C-section,2,Breech,9,9,30.17,3002.95,56.37,37.67,11.7,37.49,27.17,6379
4,April,1,In Hospital,3,Primary C-section,2,Breech,10,10,29.88,3203.63,63.62,38.31,11.66,38.13,26.22,121
4,April,1,In Hospital,3,Primary C-section,2,Breech,99,Unknown or Not Stated,29.23,2174.85,69.33,33.46,11.4,33,30.67,13
4,April,1,In Hospital,3,Primary C-section,3,Other,1,1,29.33,1939,32,31.33,6.33,31.33,32,3
4,April,1,In Hospital,3,Primary C-section,3,Other,2,2,26.75,2232.62,Not Applicable,32.62,12.57,32,29.2,8
